user_id_n,gender,year
267558,m,1973.0
166572,f,1997.0
829490,m,1983.0
360044,m,1980.0
237718,m,1973.0
557816,m,1988.0
433080,m,1995.0
800788,m,1984.0
497936,f,1989.0
660602,m,1995.0
988050,m,1985.0
377428,m,1994.0
662920,m,1994.0
936652,m,1971.0
1083382,f,1994.0
686508,m,1956.0
322814,f,1984.0
1050578,m,1995.0
197376,m,1987.0
1061406,f,1971.0
165946,f,1992.0
364438,f,1974.0
643514,m,1969.0
347374,f,1974.0
709438,m,1989.0
439332,m,1985.0
1022500,m,1999.0
334000,m,1989.0
788750,m,1984.0
759742,m,1982.0
868846,m,1998.0
442886,f,1997.0
988608,m,1993.0
144968,f,1988.0
637066,f,1997.0
205258,m,1988.0
756080,m,1990.0
800492,m,1975.0
1020158,m,1991.0
1072744,m,1966.0
772868,m,1973.0
278174,m,1985.0
200266,m,1990.0
666930,m,1993.0
173412,m,1996.0
511136,m,1987.0
1083814,m,1985.0
242118,m,1991.0
731880,m,1978.0
373972,m,1990.0
142526,f,1985.0
896536,m,1983.0
1031402,f,1997.0
733620,m,1994.0
1030182,m,1970.0
360932,m,1991.0
162930,m,1976.0
994302,m,1996.0
548194,m,1976.0
105292,m,1997.0
183974,f,1993.0
551180,m,1975.0
848462,m,1992.0
120782,m,1982.0
845374,f,1992.0
366206,f,1967.0
412566,f,1976.0
349498,f,1979.0
489572,f,1992.0
179714,m,1982.0
547756,m,1995.0
887890,m,1999.0
726348,m,1998.0
816932,m,1962.0
623686,m,1996.0
354344,m,1970.0
951730,m,1996.0
303166,m,1993.0
844868,f,1985.0
204742,m,1976.0
329000,m,1991.0
708844,m,1979.0
341426,m,1989.0
466536,m,1976.0
873072,m,1988.0
776122,m,1983.0
544064,m,1986.0
642902,m,1988.0
1091700,m,1968.0
139042,m,1986.0
217678,m,1994.0
874986,m,1978.0
1009958,f,1989.0
1066542,m,1999.0
355802,m,1990.0
630304,f,1994.0
924456,m,1970.0
861190,m,1997.0
194578,m,1990.0
620698,m,1994.0
760118,m,1981.0
318384,m,1993.0
311948,m,1974.0
442212,f,1986.0
1032106,m,1957.0
873002,m,1981.0
922392,m,1999.0
1093806,m,1992.0
165674,m,1993.0
1050016,m,1988.0
538464,m,1961.0
920354,m,1993.0
1076454,m,1994.0
404926,m,1973.0
780080,m,1988.0
979632,m,1983.0
1007914,m,1999.0
1062580,f,1993.0
1046202,f,1988.0
952914,f,1999.0
587900,m,1996.0
271212,m,1984.0
306774,m,1996.0
323390,m,1986.0
264238,m,1996.0
945592,m,1987.0
153684,m,1992.0
982160,m,1991.0
648024,m,1978.0
841600,f,1993.0
288924,m,1982.0
1034308,f,1997.0
547052,m,1995.0
583398,m,1998.0
794448,m,1992.0
739748,m,1988.0
502846,f,1986.0
260118,m,1984.0
1007418,m,1994.0
356194,m,1988.0
821758,m,1993.0
1028924,m,1993.0
977222,m,1993.0
904764,f,1974.0
465008,m,1982.0
523128,m,1991.0
694840,m,1996.0
1091706,f,1984.0
821142,m,1980.0
1022084,m,1999.0
1030338,f,1966.0
1079812,m,2000.0
143020,m,1995.0
1060146,m,1990.0
1074992,m,1991.0
481870,m,1996.0
528396,m,1981.0
119188,f,1991.0
1027010,m,1996.0
748920,f,1995.0
720528,m,1997.0
854470,m,1991.0
447294,m,1980.0
623916,m,1995.0
509874,m,1995.0
951140,f,1990.0
696550,m,1984.0
1025828,m,1994.0
187666,m,1991.0
1000930,m,2000.0
539258,m,1990.0
305544,m,1989.0
307802,m,1983.0
651326,f,1994.0
1044902,m,1994.0
412696,f,1995.0
851578,m,1981.0
745894,f,1968.0
281540,m,1992.0
1003974,f,1993.0
1054670,m,1991.0
811412,m,1999.0
748358,f,1996.0
327226,m,1982.0
1088624,f,1965.0
579162,m,1992.0
1010622,m,1987.0
1050276,f,1993.0
832110,m,1982.0
432350,m,1992.0
781430,f,1994.0
648040,m,1997.0
390870,m,1987.0
510864,f,1992.0
514762,m,1995.0
1052480,f,1992.0
106350,f,1991.0
551462,m,1997.0
495994,m,1983.0
742464,m,1987.0
113596,m,1979.0
162112,m,1991.0
630598,m,1989.0
609456,f,1987.0
112874,m,1983.0
920436,m,1999.0
1077186,m,1978.0
364588,m,1983.0
100070,m,1984.0
360240,m,1987.0
547652,m,1967.0
216220,m,1996.0
863530,f,1992.0
882196,m,1981.0
342054,m,1987.0
781130,m,1997.0
125844,m,1993.0
893904,m,1980.0
1073340,m,1993.0
218790,f,1988.0
262222,m,1972.0
419632,f,1998.0
1064854,m,1987.0
916282,m,1993.0
1053534,m,1973.0
499576,f,1997.0
1090460,m,1993.0
699818,m,1988.0
1092448,f,1994.0
1086048,m,1999.0
435646,m,1969.0
237028,m,1985.0
986848,m,1992.0
890362,m,1978.0
289524,m,1990.0
449412,m,1994.0
440598,m,1979.0
429536,m,1995.0
677296,m,1987.0
404320,f,1989.0
209918,m,1978.0
545790,m,1967.0
1057394,m,1999.0
185014,m,1985.0
863660,m,1978.0
1029536,f,1993.0
866846,f,1999.0
205580,m,1979.0
1039562,m,1984.0
591708,m,1995.0
946212,m,1977.0
254812,m,1991.0
897396,m,1996.0
1069026,m,1993.0
366404,m,1985.0
710110,m,1993.0
705434,m,1982.0
1066172,m,2000.0
629872,m,1989.0
553858,m,1993.0
1053350,f,2000.0
1073694,m,1969.0
876362,m,1999.0
890894,m,1970.0
553504,m,1977.0
1088652,m,1988.0
114540,m,1973.0
855064,f,1999.0
283758,f,1990.0
616306,m,1991.0
443310,m,1982.0
172876,f,1995.0
677184,m,1994.0
522362,m,1998.0
413782,f,1987.0
686978,m,1993.0
251652,m,1974.0
639042,m,1976.0
619626,m,1992.0
949396,m,1992.0
777168,m,1989.0
501684,m,1993.0
571528,f,1994.0
731358,m,1996.0
1070288,m,1990.0
913702,m,1992.0
200576,m,1986.0
441242,f,1996.0
628720,m,1995.0
1013864,m,1996.0
471310,m,1987.0
752766,m,1994.0
429020,m,1994.0
918946,m,1992.0
603602,m,1989.0
551828,m,1993.0
515462,m,1983.0
208904,m,1980.0
222208,m,1971.0
865370,f,1980.0
431236,m,1978.0
754570,m,1990.0
744524,m,1990.0
964706,m,1987.0
919022,m,1992.0
758776,f,1992.0
907576,f,1992.0
1057054,m,1984.0
937016,m,1972.0
1081764,m,1997.0
640180,f,1991.0
632266,m,1989.0
699698,m,1962.0
450624,f,1987.0
161424,m,1989.0
232550,m,1995.0
147684,m,1986.0
865952,m,1979.0
129530,m,1983.0
181060,m,1983.0
635156,m,1979.0
354380,m,1978.0
1021308,f,1986.0
964188,m,1990.0
573300,m,1995.0
1054780,m,1974.0
1061586,m,1983.0
101600,m,1975.0
265078,m,1985.0
1048044,f,1994.0
1012776,m,1997.0
711178,m,1987.0
414180,m,1985.0
404808,f,1994.0
264620,m,1983.0
187910,f,1992.0
130542,m,1989.0
701950,m,1989.0
149986,f,1991.0
478616,m,1996.0
1010912,f,1993.0
1041844,m,2000.0
840092,f,1990.0
373292,m,1980.0
940686,m,1986.0
892380,m,1999.0
922126,f,1968.0
160688,m,1991.0
1070026,m,1989.0
272548,m,1975.0
184998,f,1988.0
1058296,m,1996.0
847654,m,1991.0
1047238,m,1974.0
661712,m,1964.0
955638,m,1990.0
511174,m,1989.0
669492,f,1994.0
117142,m,1953.0
615268,m,1966.0
223266,m,1991.0
227636,f,1981.0
1004478,m,1991.0
454984,m,1995.0
627432,m,1989.0
257106,m,1971.0
1056980,f,1996.0
903160,f,1999.0
686660,m,1983.0
875650,m,1984.0
103144,m,1997.0
773392,m,1990.0
230770,m,1988.0
217730,m,1998.0
671090,m,1989.0
858654,m,1993.0
1073518,m,1993.0
903720,m,1975.0
733056,f,1992.0
662502,m,1984.0
979328,m,1992.0
1074226,m,1994.0
255226,m,1996.0
524860,m,1977.0
1059306,m,1991.0
442120,f,1985.0
1081194,m,1976.0
723168,f,1978.0
128048,m,1996.0
1049878,f,1986.0
637182,m,1986.0
1040090,f,1992.0
116892,f,1982.0
984072,m,1989.0
135934,m,1980.0
1054372,m,1999.0
994238,m,1988.0
792130,m,1993.0
400960,m,1972.0
456346,m,1969.0
1088346,m,1987.0
485478,m,1991.0
699142,m,1978.0
228772,m,1977.0
641168,m,1992.0
1060748,m,1999.0
871042,m,1999.0
124498,m,1962.0
564456,m,1984.0
128448,f,1980.0
878718,m,1989.0
645174,f,1997.0
1083094,m,1995.0
789866,m,1992.0
1041374,m,1988.0
124400,f,1991.0
892898,m,1986.0
888018,f,1989.0
660708,m,1992.0
854120,m,1998.0
1059550,m,1994.0
693790,m,1993.0
1039730,m,1994.0
664290,m,1977.0
581918,f,1983.0
157648,m,1994.0
272658,m,1986.0
252340,f,1980.0
666556,m,1984.0
738302,m,1997.0
923720,f,1991.0
730262,m,2000.0
1066530,m,1970.0
182844,m,1992.0
322836,m,1973.0
117148,m,1992.0
156654,m,1998.0
729446,m,1982.0
257246,m,1985.0
730200,m,1962.0
918320,m,1986.0
1027718,m,1999.0
405878,m,1964.0
951828,m,2000.0
736326,m,1981.0
582234,m,1996.0
610180,m,1986.0
1043046,f,1970.0
949412,f,1998.0
965586,m,1982.0
669468,m,1992.0
682310,m,1978.0
663742,m,1975.0
804456,m,1967.0
567906,m,1979.0
645006,m,1996.0
859216,m,1979.0
215062,m,1996.0
958046,m,1961.0
104618,m,1995.0
661024,m,1980.0
928102,m,2000.0
1080328,m,1996.0
238588,m,1973.0
497976,m,1987.0
902380,f,1996.0
142068,m,1966.0
819626,m,1983.0
100306,m,1978.0
674902,m,1980.0
744252,m,1988.0
186804,m,1985.0
697412,m,1976.0
580824,m,1998.0
186852,m,1993.0
908930,m,1991.0
963392,f,1997.0
883892,m,2000.0
617802,m,1996.0
729332,m,1995.0
502668,m,1987.0
202294,m,1991.0
213576,m,1994.0
929134,m,1994.0
1073890,f,1984.0
798002,m,1986.0
747726,m,1985.0
137096,m,1997.0
156176,m,1981.0
862138,m,1991.0
483374,m,1992.0
991922,m,1983.0
1060562,m,1966.0
837732,m,1993.0
811896,f,1971.0
762650,m,1975.0
413394,m,1987.0
986694,m,1993.0
1050226,f,1972.0
505546,m,1978.0
132776,m,1975.0
393878,m,1990.0
1042532,m,1994.0
461532,f,1975.0
191500,m,1959.0
574030,m,1969.0
467286,m,1996.0
637976,m,1988.0
335236,m,1975.0
126228,m,1984.0
303312,m,1979.0
1083234,f,1980.0
919992,m,1983.0
827426,f,1969.0
444742,m,1992.0
983002,m,1983.0
1068550,m,1985.0
755816,f,1993.0
215070,f,1994.0
196672,m,1990.0
104166,m,1994.0
133894,m,1975.0
979808,f,1976.0
509804,m,1978.0
915030,m,1975.0
692642,m,1987.0
196610,m,1994.0
995490,m,1996.0
673980,m,1989.0
1067098,f,1997.0
766984,m,1993.0
170164,m,1981.0
299030,m,1998.0
322318,m,1980.0
176106,m,1998.0
232868,m,1986.0
886266,m,1978.0
488518,f,1990.0
830418,m,1987.0
811478,m,1978.0
959210,m,1983.0
154264,m,1974.0
924308,m,1991.0
1051494,m,1979.0
1073218,m,1990.0
393096,m,1990.0
348986,f,1984.0
521268,m,1969.0
364460,f,1979.0
761744,m,1983.0
282196,m,1961.0
1076458,f,1973.0
1056648,m,1991.0
247546,m,1986.0
333980,m,1969.0
872562,f,1985.0
837400,m,1999.0
1051102,m,1969.0
679338,m,1980.0
491894,m,1987.0
662778,f,1990.0
644484,f,1984.0
932338,m,1998.0
200362,m,1981.0
1049952,m,1992.0
547712,m,1976.0
884184,m,2000.0
292518,m,1996.0
645636,f,1990.0
863590,f,1991.0
950484,m,1979.0
1081588,m,1988.0
1046674,f,1998.0
637788,m,1993.0
502688,m,1989.0
807522,f,1987.0
323758,m,1975.0
925776,m,1957.0
131244,m,1980.0
1039098,m,1985.0
176236,m,1968.0
1038072,m,1998.0
416342,f,1995.0
1059012,m,1996.0
672770,f,1985.0
665906,m,1992.0
503270,m,1990.0
836102,f,1986.0
319126,m,1991.0
274810,f,1985.0
1022676,f,1982.0
827500,m,1997.0
1056786,m,1990.0
294146,m,1990.0
289758,m,1990.0
489646,f,1983.0
749122,f,1992.0
607794,m,1995.0
133134,m,1989.0
669746,m,1993.0
1033026,m,1986.0
749498,m,1999.0
152734,m,1973.0
695330,m,1979.0
267302,m,1970.0
491930,m,1999.0
431684,m,1996.0
1048094,m,1979.0
882502,f,1961.0
205948,m,1988.0
178308,m,1973.0
1027158,m,1977.0
906456,m,1995.0
552944,m,1992.0
580528,m,1987.0
126742,f,1900.0
970332,f,1993.0
147928,m,1993.0
114432,f,1989.0
1009468,f,1970.0
952178,m,1998.0
154782,m,1973.0
592886,m,1978.0
477372,f,1984.0
894744,f,1968.0
595172,m,1988.0
949052,f,2000.0
359846,m,1982.0
511186,m,1989.0
404804,f,1987.0
953998,m,1994.0
887734,m,2000.0
788454,f,1997.0
1067572,m,1997.0
108044,m,1981.0
578358,m,1993.0
898452,m,1989.0
150684,m,1977.0
1000332,m,1988.0
345616,f,1985.0
586370,f,1995.0
403404,m,1989.0
324946,m,1989.0
703404,m,1994.0
733626,m,1985.0
1020872,m,1997.0
1045268,f,1984.0
511910,m,1990.0
523844,m,1980.0
1088700,m,1997.0
507400,m,1990.0
133520,f,1992.0
1027710,m,1997.0
1089120,f,1996.0
1053056,m,1992.0
1049882,m,1983.0
960102,m,1973.0
799654,m,1979.0
673392,m,1968.0
366962,f,1992.0
788134,m,1991.0
824922,m,1990.0
572666,m,1964.0
750766,f,1990.0
319048,m,1992.0
934722,m,1988.0
741698,m,1991.0
545966,m,1981.0
755770,m,1963.0
412852,m,1991.0
968980,m,1997.0
975626,m,1992.0
154666,m,1996.0
403430,m,1974.0
476328,m,1994.0
195746,m,1986.0
396618,m,1983.0
1057796,m,1976.0
597290,m,1989.0
147190,m,1994.0
966766,m,1993.0
859626,m,1964.0
1071506,m,1988.0
1076836,m,1997.0
679028,f,2000.0
790426,m,1969.0
1090094,m,1993.0
920420,m,1978.0
1084098,m,1973.0
645504,m,1969.0
903774,m,1982.0
214642,m,1993.0
687802,m,1996.0
1030392,m,1993.0
709456,m,1995.0
329044,m,1995.0
212228,m,1987.0
136856,f,1994.0
868726,f,1993.0
452714,f,1995.0
878070,m,1983.0
1080330,m,1996.0
846320,m,1998.0
999920,f,1966.0
995282,m,1993.0
648652,f,1992.0
908088,m,1961.0
340640,m,1984.0
1023052,m,1981.0
468102,m,1977.0
907074,f,1989.0
137134,f,1993.0
788974,m,1999.0
1014602,m,1967.0
398672,f,1976.0
922294,m,1975.0
390744,m,1995.0
1048182,m,1991.0
1058042,m,2000.0
1012638,m,1963.0
1023968,m,1973.0
953876,m,1997.0
1066218,m,1970.0
407808,m,1990.0
357076,m,1975.0
687270,m,1969.0
313968,m,1997.0
543116,m,1992.0
990070,m,1985.0
1080406,m,1995.0
901898,m,1986.0
893878,m,1980.0
421798,m,1999.0
361502,m,1966.0
520798,m,1984.0
704992,f,1995.0
773026,m,1995.0
1041484,m,1947.0
974780,f,1981.0
1052610,m,1996.0
640784,m,1997.0
872508,m,1991.0
1026822,m,1990.0
971988,m,1998.0
192276,m,1985.0
145310,m,1978.0
900854,m,1994.0
151108,m,1978.0
160970,m,1991.0
750960,f,1997.0
1068696,f,1992.0
1000558,m,1999.0
109838,m,1995.0
309756,m,1976.0
149702,m,1994.0
399330,f,1997.0
1070752,m,1989.0
400868,m,1995.0
824442,m,1990.0
839420,f,1975.0
818350,m,1984.0
728534,m,1980.0
409860,m,1958.0
627064,f,1989.0
900860,m,2000.0
924896,f,1998.0
324956,m,1990.0
1057850,m,1993.0
806398,m,1984.0
110022,f,1989.0
835344,m,1980.0
500252,f,1977.0
901216,m,1997.0
155220,m,1991.0
1042590,m,1951.0
482436,m,1958.0
510480,m,1991.0
874920,m,1996.0
712404,m,1994.0
974654,m,1992.0
1093902,f,1991.0
512298,m,1956.0
304882,m,1981.0
173776,m,1987.0
392162,m,1998.0
749756,m,1980.0
160720,m,1996.0
1072216,m,1991.0
947116,f,1979.0
959840,m,1993.0
623308,f,1981.0
776422,m,1997.0
919926,m,1998.0
116780,m,1987.0
862556,m,1993.0
1067230,m,2001.0
913926,f,2000.0
448546,m,1973.0
1028222,m,1994.0
684076,m,1999.0
259882,m,1986.0
782906,m,1989.0
1041994,m,1999.0
938068,f,1994.0
634028,m,1980.0
177848,m,1996.0
480940,m,1959.0
307658,m,1990.0
387966,f,1969.0
660572,m,1963.0
412530,m,1968.0
173710,m,1977.0
599876,m,1987.0
933902,m,1974.0
285728,m,1994.0
108246,m,1994.0
1084260,m,1974.0
479378,m,1992.0
780768,f,1988.0
500640,f,1980.0
1062180,m,1991.0
906824,m,1988.0
1090422,f,1998.0
389384,f,1991.0
1093218,m,1998.0
407166,m,1992.0
1088642,m,1997.0
1088518,m,1997.0
1047390,f,1978.0
966290,m,1999.0
746990,m,1990.0
240840,m,1979.0
323122,m,1993.0
807358,m,1965.0
249626,f,2000.0
635542,m,1977.0
359056,m,1987.0
870966,m,1992.0
390556,m,1959.0
357532,m,1987.0
328566,m,1978.0
167138,f,1987.0
340966,m,1985.0
379120,m,1972.0
930720,m,1994.0
143568,f,1992.0
1063934,f,1993.0
963332,m,1995.0
414138,m,1987.0
536304,m,1998.0
110436,f,1995.0
439278,m,1963.0
114214,m,1988.0
603582,m,1985.0
1030456,m,1989.0
690364,f,1973.0
915460,m,1964.0
141854,m,1994.0
681640,m,1979.0
497640,m,1980.0
504998,m,1991.0
1090464,m,1996.0
710420,m,1967.0
1035756,f,1994.0
200004,m,1988.0
452510,m,1999.0
1024796,m,1981.0
470708,f,1999.0
806758,f,1993.0
818270,f,1997.0
1050806,m,1976.0
358096,f,1976.0
151940,m,1968.0
330184,m,1987.0
1052310,m,1995.0
1080458,m,1993.0
824710,m,1989.0
241994,m,1987.0
866786,m,1961.0
1004542,m,1970.0
119940,m,1979.0
1067232,m,1975.0
975112,f,1995.0
514104,m,1965.0
181014,m,1978.0
813664,m,1982.0
352130,m,1991.0
687734,m,1964.0
510610,m,1986.0
868868,m,1995.0
499408,m,1996.0
1072800,m,1994.0
409454,m,1992.0
433308,m,1990.0
1024628,m,1988.0
299388,m,1998.0
300026,m,1993.0
854726,m,1990.0
933128,m,1993.0
1043870,m,1987.0
1040286,m,1973.0
361060,f,1971.0
927456,f,1987.0
821094,m,1988.0
1052540,m,1989.0
661010,m,1999.0
609978,m,1976.0
917324,m,1980.0
938070,m,1970.0
101828,m,1991.0
326306,m,1972.0
1091928,m,1975.0
1012292,m,1980.0
600060,f,1991.0
845530,m,1996.0
863084,m,1974.0
475174,f,1991.0
164152,f,1983.0
392528,m,1977.0
981960,m,1985.0
339224,m,1971.0
727512,m,1997.0
612502,m,1993.0
448298,m,1990.0
933268,m,1982.0
195914,m,1985.0
813524,m,1997.0
371890,m,1988.0
973884,m,1965.0
912902,m,1963.0
486032,m,1971.0
853066,m,1975.0
592656,f,1992.0
582312,m,1993.0
1075132,m,1989.0
1033250,m,1988.0
130984,m,1974.0
885786,f,1994.0
907292,f,1991.0
260518,m,1978.0
550094,m,1988.0
1051346,m,1993.0
142506,m,1988.0
533588,m,1992.0
896460,m,1992.0
404552,m,1963.0
1023450,m,1992.0
1092144,m,1998.0
1073078,m,1990.0
635740,m,1973.0
777146,f,1990.0
458522,m,1995.0
102356,m,1990.0
400524,m,1992.0
1002556,m,1988.0
393202,f,1986.0
1062248,m,1994.0
283346,m,1985.0
1072504,m,1994.0
376980,m,1992.0
250912,m,1985.0
831660,f,1981.0
1022190,m,1995.0
355166,m,1992.0
298426,m,1990.0
194002,m,1997.0
580052,m,1994.0
580666,m,1992.0
610152,m,1987.0
206072,m,1982.0
619386,f,1993.0
680322,m,1978.0
175316,m,1900.0
280616,m,1984.0
131134,f,1996.0
509958,m,1999.0
109126,m,1974.0
324160,m,1981.0
278140,m,1990.0
549590,f,1989.0
386622,m,1988.0
196514,m,1988.0
494296,m,1974.0
123996,f,1994.0
835682,m,1983.0
1007488,m,1994.0
1051776,m,1972.0
386082,m,1996.0
403086,f,1993.0
587624,m,1990.0
733428,m,1993.0
833934,m,1982.0
502982,m,1990.0
1017444,m,1999.0
1078678,m,1998.0
1028430,m,1994.0
632738,m,1997.0
548672,m,1992.0
129326,f,1992.0
734996,m,1965.0
226968,m,1985.0
942576,m,1990.0
356442,m,1978.0
371320,m,1981.0
246442,m,1979.0
382274,m,1990.0
210174,m,1990.0
663078,m,1984.0
263292,m,1996.0
318802,m,1987.0
673684,m,1982.0
961830,m,1996.0
1043188,m,1976.0
1039226,m,1988.0
876794,m,1996.0
384008,f,1972.0
907510,m,1956.0
755454,f,1992.0
969234,m,1982.0
382982,m,1982.0
188970,m,1990.0
163186,m,1983.0
537368,f,1994.0
1046646,m,1997.0
850010,m,1993.0
1021146,m,1970.0
550210,m,1976.0
1046074,f,1980.0
1056246,m,1993.0
1069928,m,1993.0
458536,m,1982.0
547336,m,1984.0
1043308,f,1972.0
536482,m,1990.0
566672,m,1996.0
525296,m,1976.0
243404,m,1976.0
117158,f,1996.0
102000,m,1968.0
729906,m,1986.0
1036370,m,1975.0
642814,m,1981.0
574652,m,1976.0
571790,m,1986.0
672488,m,1997.0
795730,m,1977.0
641428,m,1991.0
873690,f,1993.0
233004,m,1994.0
250580,m,1981.0
1021678,m,1995.0
823606,m,1989.0
231204,m,1975.0
326362,m,1964.0
746174,m,1980.0
129238,m,1986.0
1053130,m,1991.0
444128,m,1988.0
559850,m,1996.0
933710,m,1975.0
979964,m,1976.0
404760,m,1990.0
475280,m,1985.0
964816,m,2000.0
824142,m,1980.0
776444,m,1991.0
726654,m,1990.0
933716,m,1993.0
229354,m,1986.0
136628,m,1985.0
1060168,m,1999.0
493780,m,1998.0
321034,m,1988.0
479004,f,1995.0
951562,m,1988.0
978574,m,1996.0
739046,f,1995.0
1000424,m,1994.0
1025152,m,1994.0
404936,m,1987.0
626796,m,1996.0
936380,m,1972.0
109352,m,1989.0
1010202,m,1991.0
153772,m,1992.0
465248,m,1991.0
945492,m,1989.0
476934,m,1962.0
336696,m,1983.0
337534,f,1993.0
635738,m,1989.0
843464,m,1976.0
159848,m,1990.0
850796,m,1969.0
177540,m,1966.0
1087156,m,1978.0
1029702,m,1980.0
681582,m,1989.0
1068240,m,1976.0
418044,m,1966.0
723702,m,1979.0
927406,f,1994.0
698124,m,1986.0
768522,m,1988.0
704424,m,1985.0
430024,m,1988.0
191496,m,1983.0
130298,m,1993.0
958428,m,1992.0
379846,m,1979.0
935334,m,1998.0
454340,m,1968.0
745312,m,1985.0
255830,m,1974.0
1030976,m,1980.0
918804,m,1990.0
718532,m,1983.0
589568,f,1998.0
226702,m,1987.0
596516,m,1975.0
218418,m,1975.0
767674,m,1999.0
965756,m,1991.0
118340,m,1989.0
113622,m,1959.0
930626,m,1999.0
1063086,m,1993.0
457294,m,1989.0
698926,m,1992.0
399700,m,1989.0
298204,m,1971.0
239224,f,1992.0
205788,f,1978.0
451782,m,1964.0
1027540,m,1975.0
991092,m,1984.0
235620,m,1987.0
175744,m,1982.0
872204,f,1998.0
571882,f,1990.0
641176,m,1981.0
424908,m,1977.0
724070,m,1987.0
485510,m,1998.0
263656,m,1996.0
355534,f,1995.0
289488,m,1967.0
938270,m,1996.0
882332,m,1994.0
470122,m,1987.0
1044172,m,2000.0
449608,f,1994.0
867450,m,1998.0
501632,f,1982.0
382570,m,1985.0
459960,m,1971.0
232286,m,1998.0
1040992,f,1990.0
1051288,m,1967.0
539020,m,1997.0
1032286,m,1998.0
692190,m,1980.0
281780,m,1989.0
324700,m,1992.0
996404,m,1992.0
868702,f,1987.0
658122,m,1973.0
699956,m,1975.0
806010,m,1970.0
1071710,m,1981.0
873148,m,1989.0
848990,m,1987.0
977910,f,1994.0
799288,m,1994.0
312288,m,1993.0
383330,m,1990.0
709894,m,1995.0
1014196,f,1995.0
884072,f,1997.0
915550,f,1988.0
201588,m,1997.0
268408,m,1982.0
485182,m,1998.0
372312,m,1979.0
1082776,m,1997.0
879080,m,1992.0
924360,m,1993.0
483960,m,1973.0
956950,f,1998.0
265076,m,1989.0
1080240,f,1995.0
1042384,m,1981.0
1054076,m,1998.0
387700,m,1981.0
1054264,m,1991.0
297514,m,1987.0
205136,m,1984.0
1067482,m,1993.0
190932,m,1988.0
866374,m,2000.0
338758,m,1972.0
1014124,f,1994.0
1013934,m,1998.0
121574,m,1998.0
578520,m,1993.0
1061706,m,1977.0
229236,f,1993.0
807068,m,1984.0
1077672,m,1987.0
1046962,f,1998.0
717198,m,1990.0
295820,m,1982.0
959334,m,1964.0
967072,m,1961.0
1010452,f,1996.0
944260,m,1987.0
796804,f,1988.0
926424,m,1997.0
121960,m,1980.0
228352,m,1989.0
563240,m,1998.0
246592,m,1966.0
1038626,m,1997.0
1088148,m,1992.0
155330,m,1978.0
624302,f,1996.0
1002412,m,1999.0
933332,m,1995.0
1031268,m,1997.0
589408,m,1974.0
102590,m,1988.0
905872,m,1997.0
467862,m,1989.0
133730,m,1963.0
965298,m,1969.0
920902,m,1968.0
1040262,m,1997.0
177678,m,1986.0
325488,m,1985.0
386858,f,1967.0
429378,m,1980.0
940488,m,1994.0
1058544,m,1990.0
673666,m,1975.0
580648,m,1995.0
580254,m,1991.0
524712,m,1992.0
448054,f,1986.0
1050942,m,1986.0
229978,f,1999.0
414990,m,1986.0
847004,m,1990.0
1017396,m,1989.0
422652,m,1987.0
395466,m,1998.0
477646,m,1996.0
1029258,m,1990.0
1087624,m,1984.0
702940,m,1965.0
518814,m,1996.0
294294,m,1984.0
500636,m,1958.0
919082,m,1994.0
672350,m,1980.0
708532,m,1993.0
410298,m,1989.0
1082230,m,1996.0
281542,m,1995.0
381700,f,1983.0
778068,m,1986.0
359058,f,1992.0
912820,m,1974.0
1022474,m,1994.0
199116,m,1979.0
1077638,m,2000.0
441136,m,1986.0
606590,m,1981.0
958982,m,1980.0
517866,m,1982.0
805590,f,1986.0
954186,f,1967.0
1046972,m,1993.0
916936,m,1997.0
1066808,m,1960.0
667974,m,1998.0
145768,m,1994.0
492242,m,1973.0
230118,m,1989.0
1069094,m,1990.0
1000768,m,1972.0
236066,f,1990.0
738922,m,1995.0
1053280,m,1969.0
730960,f,1985.0
1057000,m,1988.0
1018890,m,1986.0
1023336,m,1996.0
1068390,m,1994.0
484756,f,1994.0
658106,m,1978.0
691986,m,1991.0
863414,m,1967.0
578194,f,1962.0
723746,m,1992.0
535108,m,1997.0
903754,m,1998.0
786482,f,1982.0
147406,m,1996.0
895844,m,1994.0
960374,m,1996.0
1047198,f,1978.0
964382,m,1996.0
449248,m,1987.0
258234,f,1991.0
775864,m,1989.0
1037206,m,1986.0
853372,m,1983.0
894944,f,1998.0
256832,m,1966.0
1038998,m,1975.0
482474,m,1985.0
142460,m,1967.0
532076,m,1990.0
947418,m,1992.0
873510,m,1988.0
1015934,m,1990.0
696342,m,1993.0
1024350,f,1992.0
517306,m,1986.0
403822,m,1987.0
891010,m,1992.0
982020,m,1977.0
1014366,m,1966.0
548962,m,1985.0
134318,m,1988.0
674544,m,1990.0
382076,f,1992.0
448136,m,1999.0
292910,m,1981.0
1087980,m,1988.0
686194,f,1993.0
259558,m,1993.0
217238,f,1998.0
1069216,m,1969.0
1090510,m,1970.0
1017404,f,1988.0
196562,m,1978.0
387554,m,1992.0
302138,m,1999.0
603208,m,1986.0
232688,m,1977.0
558174,f,1986.0
978348,f,1998.0
218718,m,1991.0
852976,f,1984.0
349082,f,1992.0
187702,m,1990.0
162332,m,1996.0
164718,m,1983.0
330346,f,1994.0
970014,m,1975.0
672794,m,1990.0
1025584,m,1998.0
940522,f,1976.0
886196,f,1992.0
169522,m,1992.0
134052,m,1985.0
760440,m,1995.0
539250,m,2000.0
182608,m,1986.0
1031284,f,1984.0
491120,m,1997.0
103008,m,1981.0
